ID_Date,StateCode,StationId,Date,PM2.5,PM10,O3,CO,SO2,AQI
AS_4_2021-09-23,AS,4,2021-09-23,68.8092,142.4634,44.7984,0.7344,24.7146,153.0
AS_4_2021-09-24,AS,4,2021-09-24,72.2466,146.8698,50.9592,0.8772,27.438,125.0
AS_4_2021-09-25,AS,4,2021-09-25,120.411,241.281,48.042,1.2342,26.0202,273.0
AS_4_2021-09-26,AS,4,2021-09-26,121.7064,229.5306,34.9248,1.1424,24.735,312.0
AS_4_2021-09-27,AS,4,2021-09-27,63.5358,89.5662,31.3242,0.6834,18.1968,159.0
AS_4_2021-09-28,AS,4,2021-09-28,81.2838,141.1476,42.8094,0.9486,21.8382,111.0
AS_4_2021-09-29,AS,4,2021-09-29,116.7594,207.2436,35.0574,1.2852,23.8578,263.0
AS_4_2021-09-30,AS,4,2021-09-30,96.5175,147.98669999999998,36.7047,0.8976,27.4023,273.5
AS_4_2021-10-01,AS,4,2021-10-01,36.4344,51.0612,44.676,0.7752,19.0434,75.0
AS_4_2021-10-02,AS,4,2021-10-02,60.1392,92.8608,37.1586,0.7752,22.8174,111.0
AS_4_2021-10-03,AS,4,2021-10-03,23.5926,156.519,64.3212,0.4386,26.6322,101.0
AS_4_2021-10-04,AS,4,2021-10-04,30.5898,63.2502,56.3754,0.3774,33.048,122.0
AS_4_2021-10-05,AS,4,2021-10-05,26.2956,36.9342,46.869,0.4692,18.9414,62.0
AS_4_2021-10-06,AS,4,2021-10-06,57.222,83.9256,33.1704,0.7548,19.8084,75.0
AS_4_2021-10-07,AS,4,2021-10-07,44.8086,71.298,36.924,0.6528,22.6236,105.0
AS_4_2021-10-08,AS,4,2021-10-08,29.529,40.902,39.7392,0.4896,18.2886,60.0
AS_4_2021-10-09,AS,4,2021-10-09,30.6612,40.8918,31.5588,0.5712,16.4628,54.0
AS_4_2021-10-10,AS,4,2021-10-10,38.5152,68.7684,44.1048,0.765,17.5542,75.0
AS_4_2021-10-11,AS,4,2021-10-11,67.9626,138.5874,37.1688,1.0506,22.083,116.0
AS_4_2021-10-12,AS,4,2021-10-12,80.8452,156.7128,41.718,0.969,20.5224,164.0
AS_4_2021-10-13,AS,4,2021-10-13,87.516,144.432,41.82,0.8976,19.4106,183.0
AS_4_2021-10-14,AS,4,2021-10-14,52.428,77.6934,42.6768,0.6018,19.125,143.0
AS_4_2021-10-15,AS,4,2021-10-15,48.2868,62.934,34.0476,0.6732,17.6562,68.0
AS_4_2021-10-16,AS,4,2021-10-16,43.707,57.3852,45.6654,0.561,16.6566,92.0
AS_4_2021-10-17,AS,4,2021-10-17,88.9032,112.7814,39.9126,0.8568,17.6052,94.0
AS_4_2021-10-18,AS,4,2021-10-18,60.0168,110.4456,23.9292,0.7956,17.136,185.0
AS_4_2021-10-19,AS,4,2021-10-19,60.1596,110.7312,37.434,0.816,17.697,109.0
AS_4_2021-10-20,AS,4,2021-10-20,53.4378,101.1024,53.5398,0.5304,17.9928,109.0
AS_4_2021-10-21,AS,4,2021-10-21,37.536,56.9772,55.5186,0.5508,20.7774,88.0
AS_4_2021-10-22,AS,4,2021-10-22,43.7274,62.3016,55.2636,0.6018,22.1646,86.0
AS_4_2021-10-23,AS,4,2021-10-23,57.1506,89.9028,47.889,0.816,17.9928,97.0
AS_4_2021-10-24,AS,4,2021-10-24,78.2748,135.8232,19.992,1.02,18.6252,117.0
AS_4_2021-10-25,AS,4,2021-10-25,98.5932,172.2882,22.0116,1.173,17.6358,206.0
AS_4_2021-10-26,AS,4,2021-10-26,90.0354,152.2962,27.3666,0.9384,17.2176,222.0
AS_4_2021-10-27,AS,4,2021-10-27,58.701,89.2806,48.0114,0.5916,17.289,140.0
AS_4_2021-10-28,AS,4,2021-10-28,33.15,40.29,40.443,0.4794,18.5742,72.0
AS_4_2021-10-29,AS,4,2021-10-29,25.1736,36.771,41.7384,0.4284,19.1658,54.0
AS_4_2021-10-30,AS,4,2021-10-30,13.9536,22.3992,46.7772,0.3672,23.6538,54.0
AS_4_2021-11-01,AS,4,2021-11-01,9.8124,14.79,45.186,0.357,22.8582,55.0
AS_4_2021-11-02,AS,4,2021-11-02,29.019,47.3382,41.7792,0.5916,23.3682,68.0
AS_4_2021-11-03,AS,4,2021-11-03,22.338,38.6988,39.3414,0.2856,29.0802,81.0
AS_4_2021-11-04,AS,4,2021-11-04,935.0034,1020.0,52.326,0.2346,48.9906,81.0
AS_4_2021-11-05,AS,4,2021-11-05,61.0572,92.8608,21.9198,0.918,32.1402,81.0
AS_4_2021-11-06,AS,4,2021-11-06,52.4076,89.0562,24.9696,0.8262,23.7252,82.0
AS_4_2021-11-07,AS,4,2021-11-07,41.616,79.2744,56.6814,0.5712,25.6836,112.0
AS_4_2021-11-08,AS,4,2021-11-08,26.3466,57.4974,64.209,0.3672,19.9002,78.0
AS_4_2021-11-09,AS,4,2021-11-09,28.3764,45.7572,68.9724,0.3876,19.7778,79.0
AS_4_2021-11-10,AS,4,2021-11-10,21.2466,45.6858,68.136,0.3978,20.0022,81.0
AS_4_2021-11-11,AS,4,2021-11-11,23.511,39.7494,56.2632,0.4386,20.094,74.0
AS_4_2021-11-12,AS,4,2021-11-12,34.017,58.4664,36.21,0.5814,20.2062,63.0
AS_4_2021-11-13,AS,4,2021-11-13,66.3102,87.0162,48.195,0.4998,20.1246,101.0
AS_4_2021-11-14,AS,4,2021-11-14,28.713,44.625,63.3624,0.4488,19.8492,124.0
AS_4_2021-11-15,AS,4,2021-11-15,20.1858,32.589,67.8912,0.459,18.4416,88.0
AS_4_2021-11-16,AS,4,2021-11-16,25.2756,43.5744,52.683,0.4794,18.1254,69.0
AS_4_2021-11-17,AS,4,2021-11-17,23.2866,35.1186,53.0808,0.5202,17.4624,74.0
AS_4_2021-11-18,AS,4,2021-11-18,21.7158,33.7212,57.8952,0.4284,16.7382,71.0
AS_4_2021-11-19,AS,4,2021-11-19,44.6658,69.8802,35.9244,0.7956,16.7688,63.0
AS_4_2021-11-20,AS,4,2021-11-20,38.454,68.4522,54.1722,0.6222,16.473,95.0
AS_4_2021-11-21,AS,4,2021-11-21,32.1606,53.7642,47.8176,0.5508,16.1874,69.0
AS_4_2021-11-22,AS,4,2021-11-22,27.4788,44.7678,46.7874,0.4488,16.0446,64.0
AS_4_2021-11-23,AS,4,2021-11-23,13.8618,23.3274,52.785,0.408,16.2078,74.0
AS_4_2021-11-24,AS,4,2021-11-24,12.0258,61.2204,63.9438,0.3672,16.1262,72.0
AS_4_2021-11-25,AS,4,2021-11-25,19.2984,639.1626,39.831,0.561,15.7794,214.0
AS_4_2021-11-26,AS,4,2021-11-26,35.2614,502.7478,29.8758,0.8058,16.0038,855.0
AS_4_2021-11-27,AS,4,2021-11-27,28.0296,48.7764,48.3684,0.6732,16.2486,152.0
AS_4_2021-11-28,AS,4,2021-11-28,21.8382,38.1072,44.2884,0.51,16.3302,62.0
AS_4_2021-11-29,AS,4,2021-11-29,44.5944,83.0382,36.0162,0.8058,16.6362,73.0
AS_4_2021-11-30,AS,4,2021-11-30,34.3791,65.5248,53.7438,0.6578999999999999,16.5801,92.5
AS_4_2021-12-01,AS,4,2021-12-01,41.9322,76.6224,38.1786,0.8262,16.8198,76.0
AS_4_2021-12-02,AS,4,2021-12-02,62.1996,112.8324,27.591,0.9078,16.9422,108.0
AS_4_2021-12-03,AS,4,2021-12-03,25.8876,43.2378,46.0326,0.4692,16.575,73.0
AS_4_2021-12-04,AS,4,2021-12-04,12.7704,21.8994,43.4622,0.3774,16.4934,55.0
AS_4_2021-12-05,AS,4,2021-12-05,17.6562,35.1594,36.0468,0.459,16.4934,49.0
AS_4_2021-12-06,AS,4,2021-12-06,31.2324,87.9342,26.7546,0.4896,16.6668,56.0
AS_4_2021-12-07,AS,4,2021-12-07,28.101,60.2004,33.915,0.612,16.83,80.0
AS_4_2021-12-08,AS,4,2021-12-08,13.0152,21.828,28.9578,0.408,17.1666,49.0
AS_4_2021-12-09,AS,4,2021-12-09,20.2674,31.9566,26.2956,0.408,17.187,34.0
AS_4_2021-12-10,AS,4,2021-12-10,20.7162,38.9946,17.6256,0.51,14.3208,41.0
AS_4_2021-12-11,AS,4,2021-12-11,26.0406,42.228,3.2436,0.5406,10.6284,42.0
AS_4_2021-12-12,AS,4,2021-12-12,37.4136,74.1234,3.2946,0.6936,10.8936,61.0
AS_4_2021-12-13,AS,4,2021-12-13,48.6132,89.4132,2.9886,0.5916,10.7406,101.0
AS_4_2021-12-14,AS,4,2021-12-14,18.0336,32.232,1.836,0.4488,10.6488,46.0
AS_4_2021-12-15,AS,4,2021-12-15,24.5208,41.6976,3.3864,0.5508,10.6998,39.0
AS_4_2021-12-16,AS,4,2021-12-16,26.4486,43.9926,3.8658,0.5304,10.7712,45.0
AS_4_2021-12-17,AS,4,2021-12-17,35.2002,50.898,3.7026,0.5406,10.761,50.0
AS_4_2021-12-18,AS,4,2021-12-18,34.1802,56.9874,3.213,0.6222,10.812,55.0
AS_4_2021-12-19,AS,4,2021-12-19,56.3346,105.009,2.6316,0.7548,10.7814,91.0
AS_4_2021-12-20,AS,4,2021-12-20,41.1876,79.1826,1.8258,0.714,10.761,95.0
AS_4_2021-12-21,AS,4,2021-12-21,33.9864,65.2494,1.3158,0.7854,10.7814,78.0
AS_4_2021-12-22,AS,4,2021-12-22,28.5396,51.7752,2.0808,0.6222,10.7712,55.0
AS_4_2021-12-23,AS,4,2021-12-23,19.3902,35.8122,4.4778,0.357,10.8528,45.0
AS_4_2021-12-24,AS,4,2021-12-24,24.1332,44.4312,5.1102,0.3876,11.5566,41.0
AS_4_2021-12-25,AS,4,2021-12-25,30.7836,58.497,3.2538,0.4896,11.832,59.0
AS_4_2021-12-26,AS,4,2021-12-26,18.9618,29.7534,2.9988,0.4488,10.8018,42.0
AS_4_2021-12-27,AS,4,2021-12-27,19.1658,26.3976,2.244,0.4692,10.8426,32.0
AS_4_2021-12-28,AS,4,2021-12-28,30.2022,44.0742,2.0808,0.5916,10.863,41.0
AS_4_2021-12-29,AS,4,2021-12-29,22.7154,35.0778,2.0196,0.5202,10.9446,48.0
AS_4_2021-12-30,AS,4,2021-12-30,32.9154,61.6386,2.3562,0.6732,11.0058,56.0
AS_4_2022-01-01,AS,4,2022-01-01,33.6702,64.0764,2.1828,0.6426,11.0772,72.0
AS_4_2022-01-02,AS,4,2022-01-02,14.0046,27.8766,2.0094,0.3876,10.863,40.0
AS_4_2022-01-03,AS,4,2022-01-03,13.158,25.7856,1.53,0.3468,10.9956,26.0
AS_4_2022-01-04,AS,4,2022-01-04,15.7794,33.2826,4.3044,0.4284,10.914,34.0
AS_4_2022-01-05,AS,4,2022-01-05,21.522,44.2272,13.8618,0.5202,10.8018,47.0
AS_4_2022-01-06,AS,4,2022-01-06,7.8948,77.4996,21.6648,0.306,10.5774,47.0
AS_4_2022-01-07,AS,4,2022-01-07,5.4978,10.7406,22.3278,0.255,10.455,54.0
AS_4_2022-01-08,AS,4,2022-01-08,10.8426,78.285,21.0222,0.2754,10.4754,43.0
AS_4_2022-01-09,AS,4,2022-01-09,172.941,501.3708,22.5726,0.3978,9.5064,43.0
AS_4_2022-01-10,AS,4,2022-01-10,87.0876,96.1656,12.0054,0.7344,10.098,43.0
AS_4_2022-01-11,AS,4,2022-01-11,25.6836,34.8432,18.258,0.5304,10.6182,65.0
AS_4_2022-01-12,AS,4,2022-01-12,24.1332,35.3532,13.4028,0.561,10.71,37.0
AS_4_2022-01-13,AS,4,2022-01-13,25.0104,44.778,9.3636,0.561,10.6794,48.0
AS_4_2022-01-14,AS,4,2022-01-14,22.3482,38.3622,8.466,0.459,10.863,58.0
AS_4_2022-01-15,AS,4,2022-01-15,22.1952,70.9614,8.0376,0.4896,10.8834,39.0
AS_4_2022-01-16,AS,4,2022-01-16,81.9162,152.6838,4.692,0.6222,10.8426,120.0
AS_4_2022-01-17,AS,4,2022-01-17,69.6762,138.3936,13.0764,0.561,11.016,164.0
AS_4_2022-01-18,AS,4,2022-01-18,42.5544,74.8884,12.0156,0.5508,11.0568,93.0
AS_4_2022-01-19,AS,4,2022-01-19,44.2986,72.2874,5.661,0.6018,11.3628,90.0
AS_4_2022-01-20,AS,4,2022-01-20,27.2646,171.309,1.6626,0.459,11.1384,105.0
AS_4_2022-01-21,AS,4,2022-01-21,23.3988,40.1676,1.4994,0.3366,11.1792,98.0
AS_4_2022-01-22,AS,4,2022-01-22,60.4656,81.3144,9.945,0.4182,11.1282,67.0
AS_4_2022-01-23,AS,4,2022-01-23,18.1662,120.7272,20.3082,0.3876,11.0772,103.0
AS_4_2022-01-24,AS,4,2022-01-24,19.7982,77.8464,17.3298,0.3774,11.1282,100.0
AS_4_2022-01-25,AS,4,2022-01-25,28.5498,51.918,18.666,0.5814,10.6998,75.0
AS_4_2022-01-26,AS,4,2022-01-26,60.4554,81.4776,20.4102,0.357,11.2404,63.0
AS_4_2022-01-27,AS,4,2022-01-27,12.1686,26.8362,19.2372,0.3468,11.5158,69.0
AS_4_2022-01-28,AS,4,2022-01-28,25.449,50.1024,17.187,0.5916,11.5056,55.0
AS_4_2022-01-29,AS,4,2022-01-29,91.647,224.5632,17.952,0.4386,11.0772,93.0
AS_4_2022-01-30,AS,4,2022-01-30,70.0434,156.6414,15.1572,0.4794,11.4036,186.0
AS_4_2022-01-31,AS,4,2022-01-31,55.998,153.9078,18.462,0.3774,11.2506,153.0
AS_4_2022-02-01,AS,4,2022-02-01,41.3712,53.3562,18.2376,0.3162,11.4036,106.0
AS_4_2022-02-02,AS,4,2022-02-02,77.9586,160.9254,17.748,0.4386,11.3628,94.0
AS_4_2022-02-03,AS,4,2022-02-03,60.2616,119.9418,16.7076,0.4488,11.3934,167.0
AS_4_2022-02-04,AS,4,2022-02-04,19.2372,41.2794,18.0234,0.4998,11.5872,89.0
AS_4_2022-02-05,AS,4,2022-02-05,80.7738,198.4002,18.768,0.4488,11.3118,41.0
AS_4_2022-02-06,AS,4,2022-02-06,21.6648,92.8404,20.7774,0.6018,11.5158,106.0
AS_4_2022-02-07,AS,4,2022-02-07,12.0972,35.445,15.9324,0.3978,11.7402,75.0
AS_4_2022-02-08,AS,4,2022-02-08,12.2604,67.524,15.9222,0.357,11.6382,48.0
AS_4_2022-02-09,AS,4,2022-02-09,50.0208,436.3968,16.014,0.3672,11.4954,251.0
AS_4_2022-02-10,AS,4,2022-02-10,16.8708,194.6772,16.3404,0.3978,11.6382,271.0
AS_4_2022-02-11,AS,4,2022-02-11,27.1218,168.2694,16.728,0.4284,11.8524,104.0
AS_4_2022-02-12,AS,4,2022-02-12,24.6432,864.3582,16.2078,0.4998,11.5464,498.0
AS_4_2022-02-13,AS,4,2022-02-13,15.198,565.9266,15.9426,0.3978,11.4444,975.0
AS_4_2022-02-14,AS,4,2022-02-14,16.269,28.0398,16.0242,0.3468,11.6484,144.0
AS_4_2022-02-15,AS,4,2022-02-15,19.4106,36.312,16.1466,0.3774,12.138,37.0
AS_4_2022-02-16,AS,4,2022-02-16,23.2356,68.595,16.1772,0.5202,12.0258,44.0
AS_4_2022-02-17,AS,4,2022-02-17,30.7428,55.2432,16.677,0.5712,12.0462,70.0
AS_4_2022-02-18,AS,4,2022-02-18,23.6742,44.3904,16.2078,0.4488,11.9646,50.0
AS_4_2022-02-19,AS,4,2022-02-19,19.4106,38.8008,16.2996,0.3672,11.9748,39.0
AS_4_2022-02-20,AS,4,2022-02-20,25.6122,48.0624,16.728,0.4488,12.087,49.0
AS_4_2022-02-21,AS,4,2022-02-21,27.285,50.4288,16.6668,0.408,12.1074,42.0
AS_4_2022-02-22,AS,4,2022-02-22,34.068,70.2066,16.4322,0.5712,12.2706,69.0
AS_4_2022-02-23,AS,4,2022-02-23,24.3474,45.3798,16.6464,0.4386,12.2502,55.0
AS_4_2022-02-24,AS,4,2022-02-24,8.721,19.4922,16.575,0.3468,12.3012,31.0
AS_4_2022-02-25,AS,4,2022-02-25,11.3322,22.4196,16.83,0.3468,12.189,27.0
AS_4_2022-02-26,AS,4,2022-02-26,21.879,37.5972,20.0736,0.4488,12.4848,33.0
AS_4_2022-02-27,AS,4,2022-02-27,23.919,47.9298,38.2908,0.5916,12.3624,53.0
AS_4_2022-02-28,AS,4,2022-02-28,21.3231,37.84455,31.7577,0.56355,12.16095,64.75
AS_4_2022-03-01,AS,4,2022-03-01,26.1528,57.5484,25.9896,0.6936,12.4134,59.0
AS_4_2022-03-02,AS,4,2022-03-02,31.5894,67.5852,7.2114,0.714,12.2706,63.0
AS_4_2022-03-03,AS,4,2022-03-03,14.5146,34.4862,9.0372,0.5916,12.3726,55.0
AS_4_2022-03-04,AS,4,2022-03-04,17.9622,32.742,10.1694,0.5712,12.4236,36.0
AS_4_2022-03-05,AS,4,2022-03-05,14.127,30.4266,11.2812,0.6018,12.7602,47.0
AS_4_2022-03-06,AS,4,2022-03-06,12.4848,27.3054,12.9846,0.4386,12.4542,35.0
AS_4_2022-03-07,AS,4,2022-03-07,25.245,48.5112,14.994,0.4896,12.24,35.0
AS_4_2022-03-08,AS,4,2022-03-08,26.3364,49.9494,15.402,0.5304,12.291,54.0
AS_4_2022-03-09,AS,4,2022-03-09,23.919,44.982,15.8406,0.5712,12.342,47.0
AS_4_2022-03-10,AS,4,2022-03-10,22.4502,46.053,16.4526,0.5814,12.648,52.0
AS_4_2022-03-11,AS,4,2022-03-11,34.7922,60.1902,16.7892,0.5712,12.6888,56.0
AS_4_2022-03-12,AS,4,2022-03-12,24.48,63.5664,16.371,0.5304,12.9744,59.0
AS_4_2022-03-13,AS,4,2022-03-13,18.156,29.274,16.4628,0.4692,13.107,44.0
AS_4_2022-03-14,AS,4,2022-03-14,24.0516,45.1146,16.779,0.51,12.9132,42.0
AS_4_2022-03-15,AS,4,2022-03-15,20.2776,43.3296,17.7378,0.4998,12.9744,49.0
AS_4_2022-03-16,AS,4,2022-03-16,23.0622,43.2888,17.5542,0.4386,12.801,41.0
AS_4_2022-03-17,AS,4,2022-03-17,25.857,49.4802,17.1768,0.6018,12.6684,47.0
AS_4_2022-03-18,AS,4,2022-03-18,24.072,42.2382,17.7072,0.7446,13.1376,63.0
AS_4_2022-03-19,AS,4,2022-03-19,33.3846,67.7994,17.6052,0.561,14.1678,45.0
AS_4_2022-03-20,AS,4,2022-03-20,37.9746,77.112,18.2274,0.714,14.2698,82.0
AS_4_2022-03-21,AS,4,2022-03-21,32.3034,64.8006,17.8398,0.5304,13.7598,69.0
AS_4_2022-03-22,AS,4,2022-03-22,34.2516,61.9956,17.5236,0.5304,15.912,66.0
AS_4_2022-03-23,AS,4,2022-03-23,11.883,22.0524,17.5032,0.3672,13.6272,36.0
AS_4_2022-03-24,AS,4,2022-03-24,12.0666,19.3392,17.442,0.4488,13.4436,27.0
AS_4_2022-03-25,AS,4,2022-03-25,12.8418,22.0014,17.7276,0.4896,13.4232,27.0
AS_4_2022-03-26,AS,4,2022-03-26,28.305,50.2248,17.7174,0.7854,13.9434,59.0
AS_4_2022-03-27,AS,4,2022-03-27,22.4196,43.86,17.6052,0.612,13.974,48.0
AS_4_2022-03-28,AS,4,2022-03-28,24.2454,50.235,17.7786,0.6528,14.2698,53.0
AS_4_2022-03-29,AS,4,2022-03-29,22.5624,38.9436,17.7378,0.5508,13.974,40.0
AS_4_2022-03-30,AS,4,2022-03-30,20.4612,33.1806,17.6256,0.5814,14.1066,42.0
AS_4_2022-04-01,AS,4,2022-04-01,12.0156,22.542,17.7276,0.561,14.0046,38.0
AS_4_2022-04-02,AS,4,2022-04-02,20.3694,42.4422,17.8908,0.4896,13.9026,31.0
AS_4_2022-04-03,AS,4,2022-04-03,30.1512,61.9956,18.156,0.7956,14.8308,67.0
AS_4_2022-04-04,AS,4,2022-04-04,31.5588,65.331,18.5844,0.6732,14.7798,61.0
AS_4_2022-04-05,AS,4,2022-04-05,40.4022,74.154,18.8802,0.663,15.147,71.0
AS_4_2022-04-06,AS,4,2022-04-06,58.7418,99.6948,18.6456,0.8976,19.278,85.0
AS_4_2022-04-07,AS,4,2022-04-07,30.8142,55.0086,18.2682,0.6936,15.1266,84.0
AS_4_2022-04-08,AS,4,2022-04-08,13.056,27.3972,18.2172,0.459,14.4534,39.0
AS_4_2022-04-09,AS,4,2022-04-09,18.8088,33.15,18.258,0.459,14.3106,28.0
AS_4_2022-04-10,AS,4,2022-04-10,21.2262,41.7894,18.666,0.4794,14.535,35.0
AS_4_2022-04-11,AS,4,2022-04-11,32.793,65.178,18.8394,0.7446,15.606,80.0
AS_4_2022-04-12,AS,4,2022-04-12,42.2892,83.7318,18.666,0.6936,15.9426,88.0
AS_4_2022-04-13,AS,4,2022-04-13,61.3734,107.5896,18.7374,0.7752,16.7484,115.0
AS_4_2022-04-14,AS,4,2022-04-14,52.0302,105.621,18.5844,0.7752,16.7484,113.0
AS_4_2022-04-15,AS,4,2022-04-15,45.9204,76.7244,18.2988,0.7752,15.963,91.0
AS_4_2022-04-16,AS,4,2022-04-16,46.2366,98.2974,17.9316,0.7956,15.9732,91.0
AS_4_2022-04-17,AS,4,2022-04-17,48.3786,96.1962,18.156,0.8364,15.5448,96.0
AS_4_2022-04-18,AS,4,2022-04-18,53.6622,115.0254,18.2886,0.8058,14.1066,103.0
AS_4_2022-04-19,AS,4,2022-04-19,50.5002,103.7952,18.5436,0.816,14.382,112.0
AS_4_2022-04-20,AS,4,2022-04-20,47.2872,91.1574,18.6966,0.7446,13.7496,100.0
AS_4_2022-04-21,AS,4,2022-04-21,59.1498,98.1138,19.2984,0.7344,14.4942,90.0
AS_4_2022-04-22,AS,4,2022-04-22,85.8126,133.5996,22.7766,0.7344,15.6162,125.0
AS_4_2022-04-23,AS,4,2022-04-23,93.3606,155.1114,21.3078,1.02,16.269,219.0
AS_4_2022-04-24,AS,4,2022-04-24,57.018,85.8534,18.156,0.7548,12.2808,177.0
AS_4_2022-04-25,AS,4,2022-04-25,10.608,17.136,18.1254,0.3672,9.8328,44.0
AS_4_2022-04-26,AS,4,2022-04-26,5.967,12.2604,18.1968,0.3264,9.9654,28.0
AS_4_2022-04-27,AS,4,2022-04-27,98.5218,127.449,18.2172,0.459,10.0062,46.0
AS_4_2022-04-28,AS,4,2022-04-28,203.8572,263.1804,18.4212,0.8466,10.2714,358.0
AS_4_2022-04-29,AS,4,2022-04-29,89.709,134.691,18.6864,0.765,10.1286,333.0
AS_4_2022-04-30,AS,4,2022-04-30,50.331900000000005,115.7445,18.3447,0.9077999999999999,9.9501,90.5
AS_4_2022-05-01,AS,4,2022-05-01,39.3006,126.5412,18.156,0.7344,9.843,145.0
AS_4_2022-05-02,AS,4,2022-05-02,48.6336,108.0894,18.1866,0.816,10.0164,114.0
AS_4_2022-05-03,AS,4,2022-05-03,51.2856,101.5104,18.0948,0.8058,10.1184,118.0
AS_4_2022-05-04,AS,4,2022-05-04,49.3374,129.897,18.2172,0.8262,10.0776,115.0
AS_4_2022-05-05,AS,4,2022-05-05,52.3158,133.0386,18.6354,0.8976,10.3734,125.0
AS_4_2022-05-06,AS,4,2022-05-06,41.8914,75.3474,18.5538,0.714,10.2408,92.0
AS_4_2022-05-07,AS,4,2022-05-07,54.2334,114.6582,18.4212,0.918,10.5672,112.0
AS_4_2022-05-08,AS,4,2022-05-08,47.7156,103.4994,18.4212,0.8874,10.3734,116.0
AS_4_2022-05-09,AS,4,2022-05-09,47.073,74.2356,18.2682,0.7854,10.2102,86.0
AS_4_2022-05-10,AS,4,2022-05-10,16.2792,29.376,18.4314,0.5508,10.302,51.0
AS_4_2022-05-11,AS,4,2022-05-11,26.4996,51.9894,18.4824,0.5304,10.2102,37.0
AS_4_2022-05-12,AS,4,2022-05-12,67.83,117.351,18.5334,0.969,10.608,98.0
AS_4_2022-05-13,AS,4,2022-05-13,50.3166,92.9628,18.2886,0.969,10.6488,136.0
AS_4_2022-05-14,AS,4,2022-05-14,54.2334,103.6218,18.5232,0.9996,10.5468,107.0
AS_4_2022-05-15,AS,4,2022-05-15,65.9022,202.3476,18.5946,0.9792,10.608,157.0
AS_4_2022-05-16,AS,4,2022-05-16,64.5048,143.0958,18.564,0.9282,10.506,139.0
